# ramp: 2->210Hz/30s/EASE/k2
# trim: resultant weak direction 0 deg (coil A), strength 0.00 (off)
t,state,f_hz,x_mm,y_mm,z_mm,tilt_deg,tilt_az_deg,acc_tilt_x,acc_tilt_y,cmd_tilt_x,cmd_tilt_y,mag,az,armed,spin,lost,i_a,i_b,i_c,i_d
1.5464,2,,8.969,0.000,9.475,,,,,0.0000,0.0000,,,0,,0,,,,
1.5484,2,,8.924,0.000,9.448,,,,,0.0000,0.0000,,,0,,0,,,,
1.5504,2,,8.879,0.000,9.421,,,,,0.0000,0.0000,,,0,,0,,,,
1.5523,2,,8.833,0.000,9.392,,,,,0.0000,0.0000,,,0,,0,,,,
1.5544,2,,8.786,0.000,9.363,,,,,0.0000,0.0000,,,0,,0,,,,
1.5564,2,,8.739,0.000,9.334,,,,,0.0000,0.0000,,,0,,0,,,,
1.5584,2,,8.691,0.000,9.304,,,,,0.0000,0.0000,,,0,,0,,,,
1.5604,2,,8.642,0.000,9.273,,,,,0.0000,0.0000,,,0,,0,,,,
1.5624,2,,8.593,0.000,9.242,,,,,0.0000,0.0000,,,0,,0,,,,
1.5644,2,,8.544,0.000,9.211,,,,,0.0000,0.0000,,,0,,0,,,,
1.5664,2,,8.494,0.000,9.180,,,,,0.0000,0.0000,,,0,,0,,,,
1.5684,2,,8.443,0.000,9.150,,,,,0.0000,0.0000,,,0,,0,,,,
1.5704,2,,8.392,0.000,9.119,,,,,0.0000,0.0000,,,0,,0,,,,
1.5724,2,,8.341,0.000,9.088,,,,,0.0000,0.0000,,,0,,0,,,,
1.5744,2,,8.289,0.000,9.058,,,,,0.0000,0.0000,,,0,,0,,,,
1.5764,2,,8.237,0.000,9.027,,,,,0.0000,0.0000,,,0,,0,,,,
1.5784,2,,8.184,0.000,8.997,,,,,0.0000,0.0000,,,0,,0,,,,
1.5805,2,,8.131,0.000,8.966,,,,,0.0000,0.0000,,,0,,0,,,,
1.5825,2,,8.078,0.000,8.935,,,,,0.0000,0.0000,,,0,,0,,,,
1.5845,2,,8.024,0.000,8.904,,,,,0.0000,0.0000,,,0,,0,,,,
1.5866,2,,7.970,0.000,8.873,,,,,0.0000,0.0000,,,0,,0,,,,
1.5884,2,,7.916,0.000,8.840,,,,,0.0000,0.0000,,,0,,0,,,,
1.5904,2,,7.861,0.000,8.808,,,,,0.0000,0.0000,,,0,,0,,,,
1.5924,2,,7.806,0.000,8.774,,,,,0.0000,0.0000,,,0,,0,,,,
1.5944,2,,7.751,0.000,8.740,,,,,0.0000,0.0000,,,0,,0,,,,
1.5964,2,,7.696,0.000,8.705,,,,,0.0000,0.0000,,,0,,0,,,,
1.5984,2,,7.640,0.000,8.670,,,,,0.0000,0.0000,,,0,,0,,,,
1.6004,2,,7.584,0.000,8.633,,,,,0.0000,0.0000,,,0,,0,,,,
1.6024,2,,7.528,0.000,8.596,,,,,0.0000,0.0000,,,0,,0,,,,
1.6044,2,,7.472,0.000,8.558,,,,,0.0000,0.0000,,,0,,0,,,,
1.6064,2,,7.415,0.000,8.520,,,,,0.0000,0.0000,,,0,,0,,,,
1.6084,2,,7.359,0.000,8.481,,,,,0.0000,0.0000,,,0,,0,,,,
1.6104,2,,7.302,0.000,8.442,,,,,0.0000,0.0000,,,0,,0,,,,
1.6124,2,,7.245,0.000,8.403,,,,,0.0000,0.0000,,,0,,0,,,,
1.6144,2,,7.188,0.000,8.363,,,,,0.0000,0.0000,,,0,,0,,,,
1.6164,2,,7.131,0.000,8.324,,,,,0.0000,0.0000,,,0,,0,,,,
1.6184,2,,7.074,0.000,8.285,,,,,0.0000,0.0000,,,0,,0,,,,
1.6204,2,,7.017,0.000,8.246,,,,,0.0000,0.0000,,,0,,0,,,,
1.6224,2,,6.959,0.000,8.207,,,,,0.0000,0.0000,,,0,,0,,,,
1.6244,2,,6.902,0.000,8.168,,,,,0.0000,0.0000,,,0,,0,,,,
1.6264,2,,6.845,0.000,8.129,,,,,0.0000,0.0000,,,0,,0,,,,
1.6282,2,,6.787,0.000,8.091,,,,,0.0000,0.0000,,,0,,0,,,,
1.6304,2,,6.730,0.000,8.053,,,,,0.0000,0.0000,,,0,,0,,,,
1.6324,2,,6.672,0.000,8.015,,,,,0.0000,0.0000,,,0,,0,,,,
1.6344,2,,6.615,0.000,7.977,,,,,0.0000,0.0000,,,0,,0,,,,
1.6364,2,,6.557,0.000,7.938,,,,,0.0000,0.0000,,,0,,0,,,,
1.6384,2,,6.500,0.000,7.900,,,,,0.0000,0.0000,,,0,,0,,,,
1.6404,2,,6.442,0.000,7.861,,,,,0.0000,0.0000,,,0,,0,,,,
1.6424,2,,6.385,0.000,7.822,,,,,0.0000,0.0000,,,0,,0,,,,
1.6444,2,,6.327,0.000,7.782,,,,,0.0000,0.0000,,,0,,0,,,,
1.6464,2,,6.270,0.000,7.742,,,,,0.0000,0.0000,,,0,,0,,,,
1.6484,2,,6.213,0.000,7.701,,,,,0.0000,0.0000,,,0,,0,,,,
1.6504,2,,6.156,0.000,7.660,,,,,0.0000,0.0000,,,0,,0,,,,
1.6524,2,,6.098,0.000,7.618,,,,,0.0000,0.0000,,,0,,0,,,,
1.6544,2,,6.041,0.000,7.575,,,,,0.0000,0.0000,,,0,,0,,,,
1.6564,2,,5.985,0.000,7.533,,,,,0.0000,0.0000,,,0,,0,,,,
1.6584,2,,5.928,0.000,7.489,,,,,0.0000,0.0000,,,0,,0,,,,
1.6604,2,,5.871,0.000,7.446,,,,,0.0000,0.0000,,,0,,0,,,,
1.6624,2,,5.814,0.000,7.402,,,,,0.0000,0.0000,,,0,,0,,,,
1.6644,2,,5.758,0.000,7.359,,,,,0.0000,0.0000,,,0,,0,,,,
1.6665,2,,5.702,0.000,7.315,,,,,0.0000,0.0000,,,0,,0,,,,
1.6684,2,,5.646,0.000,7.271,,,,,0.0000,0.0000,,,0,,0,,,,
1.6704,2,,5.590,0.000,7.228,,,,,0.0000,0.0000,,,0,,0,,,,
1.6724,2,,5.534,0.000,7.185,,,,,0.0000,0.0000,,,0,,0,,,,
1.6741,2,,5.478,0.000,7.142,,,,,0.0000,0.0000,,,0,,0,,,,
1.6765,2,,5.422,0.000,7.099,,,,,0.0000,0.0000,,,0,,0,,,,
1.6783,2,,5.367,0.000,7.057,,,,,0.0000,0.0000,,,0,,0,,,,
1.6804,2,,5.312,0.000,7.015,,,,,0.0000,0.0000,,,0,,0,,,,
1.6825,2,,5.257,0.000,6.973,,,,,0.0000,0.0000,,,0,,0,,,,
1.6844,2,,5.202,0.000,6.931,,,,,0.0000,0.0000,,,0,,0,,,,
1.6864,2,,5.148,0.000,6.890,,,,,0.0000,0.0000,,,0,,0,,,,
1.6884,2,,5.093,0.000,6.848,,,,,0.0000,0.0000,,,0,,0,,,,
1.6904,2,,5.039,0.000,6.806,,,,,0.0000,0.0000,,,0,,0,,,,
1.6924,2,,4.985,0.000,6.765,,,,,0.0000,0.0000,,,0,,0,,,,
1.6944,2,,4.931,0.000,6.722,,,,,0.0000,0.0000,,,0,,0,,,,
1.6964,2,,4.878,0.000,6.680,,,,,0.0000,0.0000,,,0,,0,,,,
1.6984,2,,4.824,0.000,6.637,,,,,0.0000,0.0000,,,0,,0,,,,
1.7004,2,,4.771,0.000,6.594,,,,,0.0000,0.0000,,,0,,0,,,,
1.7024,2,,4.718,0.000,6.551,,,,,0.0000,0.0000,,,0,,0,,,,
1.7044,2,,4.666,0.000,6.507,,,,,0.0000,0.0000,,,0,,0,,,,
1.7064,2,,4.613,0.000,6.463,,,,,0.0000,0.0000,,,0,,0,,,,
1.7084,2,,4.561,0.000,6.419,,,,,0.0000,0.0000,,,0,,0,,,,
1.7104,2,,4.509,0.000,6.374,,,,,0.0000,0.0000,,,0,,0,,,,
1.7124,2,,4.458,0.000,6.329,,,,,0.0000,0.0000,,,0,,0,,,,
1.7164,2,,4.406,0.000,6.284,,,-0.531,0.000,0.0000,0.0000,,,0,,0,,,,
1.7185,2,,4.355,0.000,6.239,,,-0.531,0.000,0.0000,0.0000,,,0,,0,,,,
1.7205,2,,4.304,0.000,6.194,,,-0.531,0.000,0.0000,0.0000,,,0,,0,,,,
1.7225,2,,4.253,0.000,6.150,,,-0.509,0.000,0.0000,0.0000,,,0,,0,,,,
1.7246,2,,4.203,0.000,6.105,,,-0.509,0.000,0.0000,0.0000,,,0,,0,,,,
1.7265,2,,4.153,0.000,6.061,,,-0.481,0.000,0.0000,0.0000,,,0,,0,,,,
1.7285,2,,4.103,0.000,6.017,,,-0.481,0.000,0.0000,0.0000,,,0,,0,,,,
1.7306,2,,4.053,0.000,5.974,,,-0.481,0.000,0.0000,0.0000,,,0,,0,,,,
1.7324,2,,4.004,0.000,5.931,,,-0.454,0.000,0.0000,0.0000,,,0,,0,,,,
1.7346,2,,3.955,0.000,5.888,,,-0.454,0.000,0.0000,0.0000,,,0,,0,,,,
1.7366,2,,3.906,0.000,5.845,,,-0.427,0.000,0.0000,0.0000,,,0,,0,,,,
1.7385,2,,3.858,0.000,5.803,,,-0.427,0.000,0.0000,0.0000,,,0,,0,,,,
1.7405,2,,3.810,0.000,5.761,,,-0.427,0.000,0.0000,0.0000,,,0,,0,,,,
1.7426,2,,3.762,0.000,5.719,,,-0.401,0.000,0.0000,0.0000,,,0,,0,,,,
1.7446,2,,3.714,0.000,5.677,,,-0.401,0.000,0.0000,0.0000,,,0,,0,,,,
1.7465,2,,3.667,0.000,5.635,,,-0.375,0.000,0.0000,0.0000,,,0,,0,,,,
1.7485,2,,3.619,0.000,5.593,,,-0.375,0.000,0.0000,0.0000,,,0,,0,,,,
1.7505,2,,3.573,0.000,5.550,,,-0.375,0.000,0.0000,0.0000,,,0,,0,,,,
1.7525,2,,3.526,0.000,5.508,,,-0.350,0.000,0.0000,0.0000,,,0,,0,,,,
1.7545,2,,3.480,0.000,5.465,,,-0.350,0.000,0.0000,0.0000,,,0,,0,,,,
1.7565,2,,3.434,0.000,5.422,,,-0.325,0.000,0.0000,0.0000,,,0,,0,,,,
1.7586,2,,3.388,0.000,5.379,,,-0.325,0.000,0.0000,0.0000,,,0,,0,,,,
1.7605,2,,3.343,0.000,5.335,,,-0.325,0.000,0.0000,0.0000,,,0,,0,,,,
1.7626,2,,3.298,0.000,5.292,,,-0.300,0.000,0.0000,0.0000,,,0,,0,,,,
1.7645,2,,3.253,0.000,5.248,,,-0.300,0.000,0.0000,0.0000,,,0,,0,,,,
1.7665,2,,3.208,0.000,5.204,,,-0.276,0.000,0.0000,0.0000,,,0,,0,,,,
1.7685,2,,3.164,0.000,5.160,,,-0.276,0.000,0.0000,0.0000,,,0,,0,,,,
1.7706,2,,3.120,0.000,5.116,,,-0.276,0.000,0.0000,0.0000,,,0,,0,,,,
1.7725,2,,3.076,0.000,5.073,,,-0.253,0.000,0.0000,0.0000,,,0,,0,,,,
1.7746,2,,3.033,0.000,5.029,,,-0.253,0.000,0.0000,0.0000,,,0,,0,,,,
1.7766,2,,2.990,0.000,4.986,,,-0.229,0.000,0.0000,0.0000,,,0,,0,,,,
1.7786,2,,2.947,0.000,4.943,,,-0.229,0.000,0.0000,0.0000,,,0,,0,,,,
1.7805,2,,2.905,0.000,4.900,,,-0.229,0.000,0.0000,0.0000,,,0,,0,,,,
1.7825,2,,2.862,0.000,4.858,,,-0.207,0.000,0.0000,0.0000,,,0,,0,,,,
1.7845,2,,2.821,0.000,4.816,,,-0.207,0.000,0.0000,0.0000,,,0,,0,,,,
1.7865,2,,2.779,0.000,4.775,,,-0.185,0.000,0.0000,0.0000,,,0,,0,,,,
1.7886,2,,2.738,0.000,4.734,,,-0.185,0.000,0.0000,0.0000,,,0,,0,,,,
1.7905,2,,2.696,0.000,4.693,,,-0.185,0.000,0.0000,0.0000,,,0,,0,,,,
1.7926,2,,2.656,0.000,4.652,,,-0.163,0.000,0.0000,0.0000,,,0,,0,,,,
1.7945,2,,2.615,0.000,4.611,,,-0.163,0.000,0.0000,0.0000,,,0,,0,,,,
1.7966,2,,2.575,0.000,4.571,,,-0.142,0.000,0.0000,0.0000,,,0,,0,,,,
1.7985,2,,2.535,0.000,4.531,,,-0.142,0.000,0.0000,0.0000,,,0,,0,,,,
1.8006,2,,2.496,0.000,4.490,,,-0.142,0.000,0.0000,0.0000,,,0,,0,,,,
1.8026,2,,2.456,0.000,4.450,,,-0.121,0.000,0.0000,0.0000,,,0,,0,,,,
1.8046,2,,2.417,0.000,4.409,,,-0.121,0.000,0.0000,0.0000,,,0,,0,,,,
1.8065,2,,2.378,0.000,4.368,,,-0.101,0.000,0.0000,0.0000,,,0,,0,,,,
1.8085,2,,2.340,0.000,4.327,,,-0.101,0.000,0.0000,0.0000,,,0,,0,,,,
1.8105,2,,2.302,0.000,4.286,,,-0.101,0.000,0.0000,0.0000,,,0,,0,,,,
1.8125,2,,2.264,0.000,4.245,,,-0.081,0.000,0.0000,0.0000,,,0,,0,,,,
1.8145,2,,2.226,0.000,4.204,,,-0.081,0.000,0.0000,0.0000,,,0,,0,,,,
1.8166,2,,2.189,0.000,4.163,,,-0.062,0.000,0.0000,0.0000,,,0,,0,,,,
1.8185,2,,2.152,0.000,4.121,,,-0.062,0.000,0.0000,0.0000,,,0,,0,,,,
1.8205,2,,2.115,0.000,4.080,,,-0.062,0.000,0.0000,0.0000,,,0,,0,,,,
1.8225,2,,2.079,0.000,4.039,,,-0.043,0.000,0.0000,0.0000,,,0,,0,,,,
1.8245,2,,2.042,0.000,3.998,,,-0.043,0.000,0.0000,0.0000,,,0,,0,,,,
1.8265,2,,2.007,0.000,3.957,,,-0.025,0.000,0.0000,0.0000,,,0,,0,,,,
1.8286,2,,1.971,0.000,3.916,,,-0.025,0.000,0.0000,0.0000,,,0,,0,,,,
1.8305,2,,1.936,0.000,3.876,,,-0.025,0.000,0.0000,0.0000,,,0,,0,,,,
1.8325,2,,1.900,0.000,3.836,,,-0.007,0.000,0.0000,0.0000,,,0,,0,,,,
1.8345,2,,1.866,0.000,3.797,,,-0.007,0.000,0.0000,0.0000,,,0,,0,,,,
1.8365,2,,1.831,0.000,3.757,,,0.010,0.000,0.0000,0.0000,,,0,,0,,,,
1.8385,2,,1.797,0.000,3.719,,,0.010,0.000,0.0000,0.0000,,,0,,0,,,,
1.8405,2,,1.763,0.000,3.680,,,0.010,0.000,0.0000,0.0000,,,0,,0,,,,
1.8426,2,,1.729,0.000,3.642,,,0.027,0.000,0.0000,0.0000,,,0,,0,,,,
1.8446,2,,1.695,0.000,3.604,,,0.027,0.000,0.0000,0.0000,,,0,,0,,,,
1.8465,2,,1.662,0.000,3.566,,,0.044,0.000,0.0000,0.0000,,,0,,0,,,,
1.8485,2,,1.629,0.000,3.528,,,0.044,0.000,0.0000,0.0000,,,0,,0,,,,
1.8505,2,,1.597,0.000,3.491,,,0.044,0.000,0.0000,0.0000,,,0,,0,,,,
1.8525,2,,1.564,0.000,3.453,,,0.059,0.000,0.0000,0.0000,,,0,,0,,,,
1.8544,2,,1.532,0.000,3.416,,,0.059,0.000,0.0000,0.0000,,,0,,0,,,,
1.8564,2,,1.500,0.000,3.378,,,0.075,0.000,0.0000,0.0000,,,0,,0,,,,
1.8586,2,,1.469,0.000,3.341,,,0.075,0.000,0.0000,0.0000,,,0,,0,,,,
1.8606,2,,1.437,0.000,3.303,,,0.075,0.000,0.0000,0.0000,,,0,,0,,,,
1.8625,2,,1.406,0.000,3.265,,,0.090,0.000,0.0000,0.0000,,,0,,0,,,,
1.8645,2,,1.375,0.000,3.228,,,0.090,0.000,0.0000,0.0000,,,0,,0,,,,
1.8666,2,,1.345,0.000,3.190,,,0.103,0.000,0.0000,0.0000,,,0,,0,,,,
1.8685,2,,1.314,0.000,3.152,,,0.115,0.000,0.0000,0.0000,,,0,,0,,,,
1.8705,2,,1.284,0.000,3.114,,,0.125,0.000,0.0000,0.0000,,,0,,0,,,,
1.8725,2,,1.254,0.000,3.076,,,0.136,0.000,0.0000,0.0000,,,0,,0,,,,
1.8745,2,,1.225,0.000,3.038,,,0.147,0.000,0.0000,0.0000,,,0,,0,,,,
1.8765,2,,1.195,0.000,3.001,,,0.156,0.000,0.0000,0.0000,,,0,,0,,,,
1.8785,2,,1.166,0.000,2.963,,,0.167,0.000,0.0000,0.0000,,,0,,0,,,,
1.8805,2,,1.137,0.000,2.926,,,0.176,0.000,0.0000,0.0000,,,0,,0,,,,
1.8825,2,,1.109,0.000,2.890,,,0.186,0.000,0.0000,0.0000,,,0,,0,,,,
1.8845,2,,1.080,0.000,2.853,,,0.195,0.000,0.0000,0.0000,,,0,,0,,,,
1.8864,2,,1.052,0.000,2.817,,,0.203,0.000,0.0000,0.0000,,,0,,0,,,,
1.8885,2,,1.024,0.000,2.781,,,0.213,0.000,0.0000,0.0000,,,0,,0,,,,
1.8905,2,,0.997,0.000,2.746,,,0.220,0.000,0.0000,0.0000,,,0,,0,,,,
1.8925,2,,0.969,0.000,2.711,,,0.228,0.000,0.0000,0.0000,,,0,,0,,,,
1.8945,2,,0.942,0.000,2.676,,,0.237,0.000,0.0000,0.0000,,,0,,0,,,,
1.8965,2,,0.915,0.000,2.642,,,0.244,0.000,0.0000,0.0000,,,0,,0,,,,
1.8985,2,,0.888,0.000,2.607,,,0.252,0.000,0.0000,0.0000,,,0,,0,,,,
1.9005,2,,0.862,0.000,2.573,,,0.258,0.000,0.0000,0.0000,,,0,,0,,,,
1.9025,2,,0.835,0.000,2.539,,,0.265,0.000,0.0000,0.0000,,,0,,0,,,,
1.9045,2,,0.809,0.000,2.505,,,0.272,0.000,0.0000,0.0000,,,0,,0,,,,
1.9065,2,,0.784,0.000,2.472,,,0.278,0.000,0.0000,0.0000,,,0,,0,,,,
1.9085,2,,0.758,0.000,2.438,,,0.285,0.000,0.0000,0.0000,,,0,,0,,,,
1.9105,2,,0.733,0.000,2.404,,,0.291,0.000,0.0000,0.0000,,,0,,0,,,,
1.9125,2,,0.707,0.000,2.370,,,0.296,0.000,0.0000,0.0000,,,0,,0,,,,
1.9145,2,,0.682,0.000,2.336,,,0.302,0.000,0.0000,0.0000,,,0,,0,,,,
1.9165,2,,0.658,0.000,2.302,,,0.307,0.000,0.0000,0.0000,,,0,,0,,,,
1.9185,2,,0.633,0.000,2.268,,,0.313,0.000,0.0000,0.0000,,,0,,0,,,,
1.9205,2,,0.609,0.000,2.234,,,0.317,0.000,0.0000,0.0000,,,0,,0,,,,
1.9225,2,,0.585,0.000,2.200,,,0.322,0.000,0.0000,0.0000,,,0,,0,,,,
1.9245,2,,0.561,0.000,2.166,,,0.327,0.000,0.0000,0.0000,,,0,,0,,,,
1.9265,2,,0.537,0.000,2.133,,,0.331,0.000,0.0000,0.0000,,,0,,0,,,,
1.9285,2,,0.514,0.000,2.099,,,0.336,0.000,0.0000,0.0000,,,0,,0,,,,
1.9305,2,,0.491,0.000,2.066,,,0.339,0.000,0.0000,0.0000,,,0,,0,,,,
1.9325,2,,0.468,0.000,2.033,,,0.343,0.000,0.0000,0.0000,,,0,,0,,,,
1.9345,2,,0.445,0.000,2.000,,,0.347,0.000,0.0000,0.0000,,,0,,0,,,,
1.9365,2,,0.422,0.000,1.967,,,0.350,0.000,0.0000,0.0000,,,0,,0,,,,
1.9385,2,,0.400,0.000,1.935,,,0.354,0.000,0.0000,0.0000,,,0,,0,,,,
1.9405,2,,0.378,0.000,1.903,,,0.357,0.000,0.0000,0.0000,,,0,,0,,,,
1.9425,2,,0.356,0.000,1.872,,,0.360,0.000,0.0000,0.0000,,,0,,0,,,,
1.9445,2,,0.334,0.000,1.841,,,0.363,0.000,0.0000,0.0000,,,0,,0,,,,
1.9465,2,,0.312,0.000,1.810,,,0.366,0.000,0.0000,0.0000,,,0,,0,,,,
1.9485,2,,0.291,0.000,1.779,,,0.368,0.000,0.0000,0.0000,,,0,,0,,,,
1.9505,2,,0.270,0.000,1.749,,,0.371,0.000,0.0000,0.0000,,,0,,0,,,,
1.9525,2,,0.249,0.000,1.718,,,0.373,0.000,0.0000,0.0000,,,0,,0,,,,
1.9545,2,,0.228,0.000,1.688,,,0.376,0.000,0.0000,0.0000,,,0,,0,,,,
1.9565,2,,0.207,0.000,1.658,,,0.378,0.000,0.0000,0.0000,,,0,,0,,,,
1.9585,2,,0.187,0.000,1.628,,,0.379,0.000,0.0000,0.0000,,,0,,0,,,,
1.9605,2,,0.167,0.000,1.598,,,0.382,0.000,0.0000,0.0000,,,0,,0,,,,
1.9625,2,,0.146,0.000,1.569,,,0.383,0.000,0.0000,0.0000,,,0,,0,,,,
1.9645,2,,0.127,0.000,1.539,,,0.384,0.000,0.0000,0.0000,,,0,,0,,,,
1.9665,2,,0.107,0.000,1.509,,,0.385,0.000,0.0000,0.0000,,,0,,0,,,,
1.9685,2,,0.087,0.000,1.479,,,0.384,0.000,0.0000,0.0000,,,0,,0,,,,
1.9705,2,,0.068,0.000,1.449,,,0.383,0.000,0.0000,0.0000,,,0,,0,,,,
1.9725,2,,0.049,0.000,1.419,,,0.382,0.000,0.0000,0.0000,,,0,,0,,,,
1.9745,2,,0.030,0.000,1.390,,,0.381,0.000,0.0000,0.0000,,,0,,0,,,,
1.9765,2,,0.011,0.000,1.360,,,0.380,0.000,0.0000,0.0000,,,0,,0,,,,
1.9785,2,,-0.008,0.000,1.330,,,0.378,0.000,0.0000,0.0000,,,0,,0,,,,
1.9805,2,,-0.026,0.000,1.301,,,0.377,0.000,0.0000,0.0000,,,0,,0,,,,
1.9825,2,,-0.044,0.000,1.272,,,0.375,0.000,0.0000,0.0000,,,0,,0,,,,
1.9845,2,,-0.062,0.000,1.243,,,0.374,0.000,0.0000,0.0000,,,0,,0,,,,
1.9865,2,,-0.080,0.000,1.214,,,0.372,0.000,0.0000,0.0000,,,0,,0,,,,
1.9885,2,,-0.098,0.000,1.185,,,0.370,0.000,0.0000,0.0000,,,0,,0,,,,
1.9905,2,,-0.116,0.000,1.157,,,0.369,0.000,0.0000,0.0000,,,0,,0,,,,
1.9925,2,,-0.133,0.000,1.129,,,0.367,0.000,0.0000,0.0000,,,0,,0,,,,
1.9945,2,,-0.150,0.000,1.102,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
1.9965,2,,-0.167,0.000,1.075,,,0.364,0.000,0.0000,0.0000,,,0,,0,,,,
1.9985,2,,-0.184,0.000,1.048,,,0.362,0.000,0.0000,0.0000,,,0,,0,,,,
2.0005,2,,-0.201,0.000,1.021,,,0.360,0.000,0.0000,0.0000,,,0,,0,,,,
2.0025,2,,-0.218,0.000,0.995,,,0.359,0.000,0.0000,0.0000,,,0,,0,,,,
2.0045,2,,-0.234,0.000,0.968,,,0.357,0.000,0.0000,0.0000,,,0,,0,,,,
2.0065,2,,-0.251,0.000,0.942,,,0.355,0.000,0.0000,0.0000,,,0,,0,,,,
2.0085,2,,-0.267,0.000,0.916,,,0.353,0.000,0.0000,0.0000,,,0,,0,,,,
2.0105,2,,-0.283,0.000,0.890,,,0.353,0.000,0.0000,0.0000,,,0,,0,,,,
2.0125,2,,-0.298,0.000,0.864,,,0.356,0.000,0.0000,0.0000,,,0,,0,,,,
2.0145,2,,-0.314,0.000,0.838,,,0.359,0.000,0.0000,0.0000,,,0,,0,,,,
2.0166,2,,-0.330,0.000,0.813,,,0.362,0.000,0.0000,0.0000,,,0,,0,,,,
2.0185,2,,-0.345,0.000,0.787,,,0.365,0.000,0.0000,0.0000,,,0,,0,,,,
2.0205,2,,-0.360,0.000,0.761,,,0.368,0.000,0.0000,0.0000,,,0,,0,,,,
2.0225,2,,-0.375,0.000,0.735,,,0.370,0.000,0.0000,0.0000,,,0,,0,,,,
2.0245,2,,-0.390,0.000,0.709,,,0.372,0.000,0.0000,0.0000,,,0,,0,,,,
